wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GP,GS,BS,RND
3.0,700.0,0.0,4.7349749,0.216403299,0.244782435,588.063293652,4.679565546,0.043504439,0.014982029,0.015195109,0.031584765
4.0,700.0,0.0,3.924521831,0.210620027,0.232059804,507.22389245,3.973232332,0.043987255,0.0159947,0.016105261,0.029840182
4.0,700.0,0.0,7.924989028,0.218205902,0.232054762,498.841035115,7.918563578,0.044380326,0.016093618,0.016107794,0.032763159
4.0,700.0,0.0,9.017112041,0.21578838,0.238090639,515.356650254,9.019596193,0.044161777,0.01618261,0.016368172,0.03484459
2.0,770.0,70.0,1.893966769,0.212888032,0.309066224,0.0,0.0,0.042059564,0.014066017,0.013620133,0.06330171
2.0,770.0,70.0,1.882562483,0.213472201,0.303082469,0.0,0.0,0.042426157,0.014155519,0.013746091,0.063984442
2.0,770.0,70.0,1.862387505,0.21626145,0.291467473,0.0,0.0,0.042304493,0.014125069,0.01374584,0.065632901
3.0,770.0,70.0,3.555578601,0.215512898,0.267721868,0.0,0.0,0.043078919,0.01535576,0.014451338,0.098593192
3.0,770.0,70.0,7.48256216,0.215481465,0.283154278,0.0,0.0,0.043025425,0.015237525,0.01444838,0.096557438
3.0,770.0,70.0,2.818009405,0.216783655,0.250683714,0.0,0.0,0.042846082,0.0153616,0.014765922,0.097335378
4.0,770.0,70.0,11.040845415,0.216171168,0.598335556,0.0,0.0,0.04380122,0.016404626,0.015223918,0.187892938
4.0,770.0,70.0,6.535928719,0.217174556,0.489970056,0.0,0.0,0.043576982,0.016563214,0.015258493,0.188934221
4.0,770.0,70.0,5.955815696,0.212188929,0.503514976,0.0,0.0,0.043485316,0.016304183,0.01501934,0.187997147
2.0,840.0,140.0,2.070610347,0.20988146,0.290502346,0.0,0.0,0.04191581,0.014008723,0.013208346,0.066817243
2.0,840.0,140.0,2.279657895,0.212638535,0.279026724,0.0,0.0,0.041931891,0.014252294,0.013219738,0.067412869
2.0,840.0,140.0,2.354667815,0.21278724,0.259662934,0.0,0.0,0.041976183,0.014078403,0.013333642,0.062781781
3.0,840.0,140.0,7.126830287,0.216667251,0.282084433,0.0,0.0,0.04276749,0.015146397,0.01401854,0.094444388
3.0,840.0,140.0,2.801818645,0.213005666,0.366592662,0.0,0.0,0.042540638,0.015224445,0.014201668,0.10012607
3.0,840.0,140.0,3.086966597,0.212657228,0.263665317,0.0,0.0,0.042726257,0.015294758,0.014081419,0.100178906
4.0,840.0,140.0,15.940331106,0.213208809,0.515595463,0.0,0.0,0.043539105,0.016368329,0.014828404,0.192663952
4.0,840.0,140.0,6.093982236,0.216658785,0.275976219,0.0,0.0,0.044465869,0.016597604,0.014873458,0.187537772
4.0,840.0,140.0,4.369777576,0.214768256,0.274777369,0.0,0.0,0.045486662,0.016521821,0.014932488,0.187515494
2.0,800.0,0.0,4.280450877,0.212201611,0.231272582,926.625224729,4.328626338,0.043796345,0.016415097,0.01724903,0.03493842
2.0,800.0,0.0,1.757656064,0.215150741,0.234657312,892.421741931,1.751358469,0.041045265,0.015405576,0.015416877,0.037963442
2.0,800.0,0.0,2.246135406,0.213497751,0.220238979,880.941396689,2.249991751,0.041825136,0.017174938,0.015990214,0.039674492
3.0,800.0,0.0,3.763819463,0.218333253,0.237667655,794.026637402,3.761067134,0.043591441,0.017197022,0.018567389,0.036830242
3.0,800.0,0.0,6.525523202,0.21600944,0.225750585,801.306212123,6.521954102,0.042958774,0.017171008,0.017339887,0.038466202
3.0,800.0,0.0,5.655835592,0.217688308,0.239003359,812.460303253,5.67114312,0.042377271,0.017125932,0.017010603,0.040368627
4.0,800.0,0.0,6.625228231,0.217887978,0.246264978,702.693281792,6.694944618,0.043072,0.018812022,0.018882005,0.03938539
4.0,800.0,0.0,9.006117466,0.216496283,0.244697912,717.980609608,9.090167248,0.043400968,0.018625679,0.018892803,0.039533839
4.0,800.0,0.0,7.897118209,0.215556887,0.241099112,714.972958238,7.790380117,0.042630845,0.018181414,0.018278567,0.038691233
2.0,880.0,80.0,2.213622871,0.216164703,0.32076914,0.0,0.0,0.041220825,0.015473417,0.014974045,0.06580608
2.0,880.0,80.0,2.167178417,0.216713683,0.297732019,0.0,0.0,0.041768148,0.015320608,0.015208108,0.066211537
2.0,880.0,80.0,2.939834399,0.215734186,0.331354375,0.0,0.0,0.041559184,0.015435125,0.015160847,0.069041194
3.0,880.0,80.0,4.068728189,0.218315629,0.3291974,0.0,0.0,0.043292526,0.017493319,0.016404684,0.106628048
3.0,880.0,80.0,5.410196333,0.22222196,0.57496907,0.0,0.0,0.04292855,0.017642751,0.016699922,0.107251877
3.0,880.0,80.0,3.63037294,0.218501215,0.389388251,0.0,0.0,0.043430115,0.017792663,0.016813356,0.107355563
4.0,880.0,80.0,9.100221891,0.2219155,0.385795553,0.0,0.0,0.04362269,0.019076986,0.017233309,0.210781127
4.0,880.0,80.0,7.633231063,0.2207364,0.653089624,0.0,0.0,0.044170633,0.020510691,0.017708627,0.202187228
4.0,880.0,80.0,6.421559819,0.219496934,0.482847735,0.0,0.0,0.043794425,0.018868194,0.017561788,0.219592155
2.0,960.0,160.0,1.804557389,0.215083269,0.316509023,0.0,0.0,0.041641595,0.015933527,0.01468899,0.071668629
2.0,960.0,160.0,1.920217029,0.217890208,0.306367624,0.0,0.0,0.043517322,0.016164073,0.015320672,0.070743535
2.0,960.0,160.0,2.298507913,0.21716413,0.286064446,0.0,0.0,0.043543852,0.015652498,0.014842119,0.072816225
3.0,960.0,160.0,4.061010513,0.220038583,0.289683597,0.0,0.0,0.043418047,0.017698317,0.016487062,0.099070282
3.0,960.0,160.0,6.329178925,0.221257796,0.359370362,0.0,0.0,0.042883188,0.017919044,0.016444792,0.102241856
3.0,960.0,160.0,3.446066162,0.219167837,0.387737028,0.0,0.0,0.043819345,0.018151823,0.0166127,0.104234527
4.0,960.0,160.0,13.485438345,0.223725617,0.383133582,0.0,0.0,0.044796139,0.019633839,0.017113164,0.20410238
4.0,960.0,160.0,17.076536153,0.219575723,0.608776338,0.0,0.0,0.044440279,0.01908832,0.01658125,0.192018648
4.0,960.0,160.0,11.555744073,0.220429907,0.429329805,0.0,0.0,0.046099909,0.019384419,0.017377133,0.191353084
